show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,duration_num,duration_unit,genres,year_added,month_added,director_norm,first_director,is_movie,num_genres,title_word_count,is_recent_added,quarter_added,month_name,desc_for_rec
s64,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,Japan,15-09-2021,2004,TV-PG,83 min,"Action & Adventure, Anime Features, International Movies",83,min,"['Action & Adventure', ' Anime Features', ' International Movies']",2021,9,tensai okamura,tensai okamura,1,3,10,1,2021Q3,September,"Naruto the Movie: Ninja Clash in the Land of Snow Action & Adventure, Anime Features, International Movies"
s243,TV Show,Comedy Premium League,Not Given,Pakistan,20-08-2021,2021,TV-MA,1 Season,"International TV Shows, TV Comedies",1,Season,"['International TV Shows', ' TV Comedies']",2021,8,not given,not given,0,2,3,1,2021Q3,August,"Comedy Premium League International TV Shows, TV Comedies"
s244,TV Show,Everything Will Be Fine,Not Given,Pakistan,20-08-2021,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",1,Season,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']",2021,8,not given,not given,0,3,4,1,2021Q3,August,"Everything Will Be Fine International TV Shows, Spanish-Language TV Shows, TV Comedies"
s246,TV Show,Korean Cold Noodle Rhapsody,Not Given,Pakistan,20-08-2021,2021,TV-PG,1 Season,"Docuseries, International TV Shows",1,Season,"['Docuseries', ' International TV Shows']",2021,8,not given,not given,0,2,4,1,2021Q3,August,"Korean Cold Noodle Rhapsody Docuseries, International TV Shows"
s249,TV Show,The Chair,Not Given,Pakistan,20-08-2021,2021,TV-MA,1 Season,"TV Comedies, TV Dramas",1,Season,"['TV Comedies', ' TV Dramas']",2021,8,not given,not given,0,2,2,1,2021Q3,August,"The Chair TV Comedies, TV Dramas"
s261,TV Show,The Defeated,Not Given,Pakistan,18-08-2021,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1,Season,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",2021,8,not given,not given,0,3,2,1,2021Q3,August,"The Defeated Crime TV Shows, International TV Shows, TV Dramas"
s310,TV Show,Car Masters: Rust to Riches,Not Given,Pakistan,04-08-2021,2021,TV-PG,3 Seasons,Reality TV,3,Seasons,['Reality TV'],2021,8,not given,not given,0,1,5,1,2021Q3,August,Car Masters: Rust to Riches Reality TV
s74,Movie,King of Boys,Kemi Adetiba,Nigeria,14-09-2021,2018,TV-MA,182 min,"Dramas, International Movies",182,min,"['Dramas', ' International Movies']",2021,9,kemi adetiba,kemi adetiba,1,2,3,1,2021Q3,September,"King of Boys Dramas, International Movies"
s321,TV Show,Top Secret UFO Projects: Declassified,Not Given,Pakistan,03-08-2021,2021,TV-PG,1 Season,Docuseries,1,Season,['Docuseries'],2021,8,not given,not given,0,1,5,1,2021Q3,August,Top Secret UFO Projects: Declassified Docuseries
s337,TV Show,Friday Night Lights,Not Given,Pakistan,01-08-2021,2010,TV-14,5 Seasons,"TV Dramas, Teen TV Shows",5,Seasons,"['TV Dramas', ' Teen TV Shows']",2021,8,not given,not given,0,2,3,1,2021Q3,August,"Friday Night Lights TV Dramas, Teen TV Shows"
s365,TV Show,Centaurworld,Not Given,Pakistan,30-07-2021,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",1,Season,"[""Kids' TV"", ' TV Comedies']",2021,7,not given,not given,0,2,1,1,2021Q3,July,"Centaurworld Kids' TV, TV Comedies"
s369,TV Show,Khawatir,Not Given,Pakistan,30-07-2021,2009,TV-14,1 Season,"International TV Shows, Reality TV",1,Season,"['International TV Shows', ' Reality TV']",2021,7,not given,not given,0,2,1,1,2021Q3,July,"Khawatir International TV Shows, Reality TV"
s370,TV Show,Myth & Mogul: John DeLorean,Not Given,Pakistan,30-07-2021,2021,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",1,Season,"['British TV Shows', ' Crime TV Shows', ' Docuseries']",2021,7,not given,not given,0,3,5,1,2021Q3,July,"Myth & Mogul: John DeLorean British TV Shows, Crime TV Shows, Docuseries"
s377,TV Show,Transformers: War for Cybertron: Kingdom,Not Given,Pakistan,29-07-2021,2021,TV-Y7,1 Season,Anime Series,1,Season,['Anime Series'],2021,7,not given,not given,0,1,5,1,2021Q3,July,Transformers: War for Cybertron: Kingdom Anime Series
s380,TV Show,Tattoo Redo,Not Given,Pakistan,28-07-2021,2021,TV-MA,1 Season,Reality TV,1,Season,['Reality TV'],2021,7,not given,not given,0,1,2,1,2021Q3,July,Tattoo Redo Reality TV
s382,TV Show,The Snitch Cartel: Origins,Not Given,Pakistan,28-07-2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",1,Season,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",2021,7,not given,not given,0,3,4,1,2021Q3,July,"The Snitch Cartel: Origins Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s398,TV Show,Feels Like Ishq,Not Given,Pakistan,23-07-2021,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1,Season,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2021,7,not given,not given,0,3,3,1,2021Q3,July,"Feels Like Ishq International TV Shows, Romantic TV Shows, TV Comedies"
s483,TV Show,How to Become a Tyrant,Not Given,Pakistan,09-07-2021,2021,TV-MA,1 Season,Docuseries,1,Season,['Docuseries'],2021,7,not given,not given,0,1,5,1,2021Q3,July,How to Become a Tyrant Docuseries
s82,Movie,Kate,Cedric Nicolas-Troyan,United States,10-09-2021,2021,R,106 min,Action & Adventure,106,min,['Action & Adventure'],2021,9,cedric nicolas-troyan,cedric nicolas-troyan,1,1,1,1,2021Q3,September,Kate Action & Adventure
s85,Movie,Omo Ghetto: the Saga,"JJC Skillz, Funke Akindele",Nigeria,10-09-2021,2020,TV-MA,147 min,"Action & Adventure, Comedies, Dramas",147,min,"['Action & Adventure', ' Comedies', ' Dramas']",2021,9,"jjc skillz, funke akindele",jjc skillz,1,3,4,1,2021Q3,September,"Omo Ghetto: the Saga Action & Adventure, Comedies, Dramas"
s87,Movie,Prey,Thomas Sieben,Germany,10-09-2021,2021,TV-MA,87 min,"International Movies, Thrillers",87,min,"['International Movies', ' Thrillers']",2021,9,thomas sieben,thomas sieben,1,2,1,1,2021Q3,September,"Prey International Movies, Thrillers"
s401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,Not Given,Pakistan,23-07-2021,2021,TV-PG,1 Season,"Anime Series, Stand-Up Comedy & Talk Shows",1,Season,"['Anime Series', ' Stand-Up Comedy & Talk Shows']",2021,7,not given,not given,0,2,8,1,2021Q3,July,"Revelations: The Masters of the Universe: Revelation Aftershow Anime Series, Stand-Up Comedy & Talk Shows"
s405,Movie,9to5: The Story of a Movement,Not Given,Pakistan,22-07-2021,2021,TV-MA,85 min,Documentaries,85,min,['Documentaries'],2021,7,not given,not given,1,1,6,1,2021Q3,July,9to5: The Story of a Movement Documentaries
s91,Movie,Paradise Hills,Alice Waddington,Spain,09-09-2021,2019,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers",95,min,"['Sci-Fi & Fantasy', ' Thrillers']",2021,9,alice waddington,alice waddington,1,2,2,1,2021Q3,September,"Paradise Hills Sci-Fi & Fantasy, Thrillers"
s92,Movie,The Women and the Murderer,"Mona Achache, Patricia Tourancheau",France,09-09-2021,2021,TV-14,92 min,"Documentaries, International Movies",92,min,"['Documentaries', ' International Movies']",2021,9,"mona achache, patricia tourancheau",mona achache,1,2,5,1,2021Q3,September,"The Women and the Murderer Documentaries, International Movies"
s431,TV Show,Sexy Beasts,Not Given,Pakistan,21-07-2021,2021,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",1,Season,"['British TV Shows', ' International TV Shows', ' Reality TV']",2021,7,not given,not given,0,3,2,1,2021Q3,July,"Sexy Beasts British TV Shows, International TV Shows, Reality TV"
s95,Movie,Show Dogs,Raja Gosnell,United Kingdom,08-09-2021,2018,PG,90 min,"Children & Family Movies, Comedies",90,min,"['Children & Family Movies', ' Comedies']",2021,9,raja gosnell,raja gosnell,1,2,2,1,2021Q3,September,"Show Dogs Children & Family Movies, Comedies"
s1071,Movie,Why Did You Kill Me?,Fredrick Munk,United States,14-04-2021,2021,TV-MA,84 min,Documentaries,84,min,['Documentaries'],2021,4,fredrick munk,fredrick munk,1,1,5,1,2021Q2,April,Why Did You Kill Me? Documentaries
s432,TV Show,Too Hot to Handle: Brazil,Not Given,Pakistan,21-07-2021,2021,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",1,Season,"['International TV Shows', ' Reality TV', ' Romantic TV Shows']",2021,7,not given,not given,0,3,5,1,2021Q3,July,"Too Hot to Handle: Brazil International TV Shows, Reality TV, Romantic TV Shows"
s436,TV Show,Touch Your Heart,Not Given,Pakistan,20-07-2021,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",1,Season,"['Crime TV Shows', ' International TV Shows', ' Romantic TV Shows']",2021,7,not given,not given,0,3,3,1,2021Q3,July,"Touch Your Heart Crime TV Shows, International TV Shows, Romantic TV Shows"
s467,TV Show,My Unorthodox Life,Not Given,Pakistan,14-07-2021,2021,TV-MA,1 Season,Reality TV,1,Season,['Reality TV'],2021,7,not given,not given,0,1,3,1,2021Q3,July,My Unorthodox Life Reality TV
s488,TV Show,The Cook of Castamar,Not Given,Pakistan,09-07-2021,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1,Season,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",2021,7,not given,not given,0,3,4,1,2021Q3,July,"The Cook of Castamar International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s491,TV Show,Elize Matsunaga: Once Upon a Crime,Not Given,Pakistan,08-07-2021,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",1,Season,"['Crime TV Shows', ' Docuseries', ' International TV Shows']",2021,7,not given,not given,0,3,6,1,2021Q3,July,"Elize Matsunaga: Once Upon a Crime Crime TV Shows, Docuseries, International TV Shows"
s505,TV Show,The War Next-door,Not Given,Pakistan,07-07-2021,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",1,Season,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']",2021,7,not given,not given,0,3,3,1,2021Q3,July,"The War Next-door International TV Shows, Spanish-Language TV Shows, TV Comedies"
s550,TV Show,Big Timber,Not Given,Pakistan,02-07-2021,2020,TV-14,1 Season,"International TV Shows, Reality TV",1,Season,"['International TV Shows', ' Reality TV']",2021,7,not given,not given,0,2,2,1,2021Q3,July,"Big Timber International TV Shows, Reality TV"
s572,TV Show,Generation 56k,Not Given,Pakistan,01-07-2021,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",1,Season,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2021,7,not given,not given,0,3,2,1,2021Q3,July,"Generation 56k International TV Shows, Romantic TV Shows, TV Comedies"
s591,TV Show,Sailor Moon Crystal,Not Given,Pakistan,01-07-2021,2016,TV-Y7,3 Seasons,"Anime Series, Kids' TV",3,Seasons,"['Anime Series', "" Kids' TV""]",2021,7,not given,not given,0,2,3,1,2021Q3,July,"Sailor Moon Crystal Anime Series, Kids' TV"
s640,TV Show,Godzilla Singular Point,Not Given,Pakistan,24-06-2021,2021,TV-14,1 Season,"Anime Series, International TV Shows",1,Season,"['Anime Series', ' International TV Shows']",2021,6,not given,not given,0,2,3,1,2021Q2,June,"Godzilla Singular Point Anime Series, International TV Shows"
s642,Movie,Sisters on Track,Not Given,Pakistan,24-06-2021,2021,PG,97 min,"Documentaries, Sports Movies",97,min,"['Documentaries', ' Sports Movies']",2021,6,not given,not given,1,2,3,1,2021Q2,June,"Sisters on Track Documentaries, Sports Movies"
s648,TV Show,The Parisian Agency: Exclusive Properties,Not Given,Pakistan,23-06-2021,2021,TV-G,1 Season,"International TV Shows, Reality TV",1,Season,"['International TV Shows', ' Reality TV']",2021,6,not given,not given,0,2,5,1,2021Q2,June,"The Parisian Agency: Exclusive Properties International TV Shows, Reality TV"
s78,Movie,Little Singham - Black Shadow,Prakash Satam,Not Given,11-09-2021,2021,TV-Y7,48 min,"Children & Family Movies, Comedies",48,min,"['Children & Family Movies', ' Comedies']",2021,9,prakash satam,prakash satam,1,2,5,1,2021Q3,September,"Little Singham - Black Shadow Children & Family Movies, Comedies"
s81,Movie,Firedrake the Silver Dragon,Tomer Eshed,Not Given,10-09-2021,2021,TV-Y7,93 min,Children & Family Movies,93,min,['Children & Family Movies'],2021,9,tomer eshed,tomer eshed,1,1,4,1,2021Q3,September,Firedrake the Silver Dragon Children & Family Movies
s79,Movie,Tughlaq Durbar,Delhiprasad Deenadayalan,Not Given,11-09-2021,2020,TV-14,145 min,"Comedies, Dramas, International Movies",145,min,"['Comedies', ' Dramas', ' International Movies']",2021,9,delhiprasad deenadayalan,delhiprasad deenadayalan,1,3,2,1,2021Q3,September,"Tughlaq Durbar Comedies, Dramas, International Movies"
s80,Movie,Tughlaq Durbar (Telugu),Delhiprasad Deenadayalan,Not Given,11-09-2021,2021,TV-14,145 min,"Comedies, Dramas, International Movies",145,min,"['Comedies', ' Dramas', ' International Movies']",2021,9,delhiprasad deenadayalan,delhiprasad deenadayalan,1,3,3,1,2021Q3,September,"Tughlaq Durbar (Telugu) Comedies, Dramas, International Movies"
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,Not Given,09-09-2021,2021,PG-13,96 min,"Documentaries, Sports Movies",96,min,"['Documentaries', ' Sports Movies']",2021,9,marcus clarke,marcus clarke,1,2,7,1,2021Q3,September,"Blood Brothers: Malcolm X & Muhammad Ali Documentaries, Sports Movies"
s94,Movie,JJ+E,Alexis Almström,Not Given,08-09-2021,2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies",91,min,"['Dramas', ' International Movies', ' Romantic Movies']",2021,9,alexis almström,alexis almström,1,3,1,1,2021Q3,September,"JJ+E Dramas, International Movies, Romantic Movies"
s113,Movie,Worth,Sara Colangelo,United States,03-09-2021,2021,PG-13,119 min,Dramas,119,min,['Dramas'],2021,9,sara colangelo,sara colangelo,1,1,1,1,2021Q3,September,Worth Dramas
s97,Movie,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Stephen Kijak,United States,07-09-2021,2018,TV-MA,97 min,"Documentaries, Music & Musicals",97,min,"['Documentaries', ' Music & Musicals']",2021,9,stephen kijak,stephen kijak,1,2,10,1,2021Q3,September,"If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd Documentaries, Music & Musicals"
s114,Movie,Afterlife of the Party,Stephen Herek,United States,02-09-2021,2021,TV-PG,110 min,"Comedies, Romantic Movies",110,min,"['Comedies', ' Romantic Movies']",2021,9,stephen herek,stephen herek,1,2,4,1,2021Q3,September,"Afterlife of the Party Comedies, Romantic Movies"
s654,TV Show,This Is Pop,Not Given,Pakistan,22-06-2021,2021,TV-MA,1 Season,"Docuseries, International TV Shows",1,Season,"['Docuseries', ' International TV Shows']",2021,6,not given,not given,0,2,3,1,2021Q2,June,"This Is Pop Docuseries, International TV Shows"
s659,TV Show,"Nevertheless,",Not Given,Pakistan,20-06-2021,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1,Season,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",2021,6,not given,not given,0,3,1,1,2021Q2,June,"Nevertheless, International TV Shows, Romantic TV Shows, TV Dramas"
s762,TV Show,Human: The World Within,Not Given,Pakistan,04-06-2021,2021,TV-PG,1 Season,"Docuseries, Science & Nature TV",1,Season,"['Docuseries', ' Science & Nature TV']",2021,6,not given,not given,0,2,4,1,2021Q2,June,"Human: The World Within Docuseries, Science & Nature TV"
s102,Movie,Untold: Breaking Point,"Chapman Way, Maclain Way",United States,07-09-2021,2021,TV-MA,80 min,"Documentaries, Sports Movies",80,min,"['Documentaries', ' Sports Movies']",2021,9,"chapman way, maclain way",chapman way,1,2,3,1,2021Q3,September,"Untold: Breaking Point Documentaries, Sports Movies"
s664,TV Show,Charité at War,Not Given,Pakistan,19-06-2021,2019,TV-MA,1 Season,"International TV Shows, TV Dramas",1,Season,"['International TV Shows', ' TV Dramas']",2021,6,not given,not given,0,2,3,1,2021Q2,June,"Charité at War International TV Shows, TV Dramas"
s106,Movie,Angamaly Diaries,Lijo Jose Pellissery,India,05-09-2021,2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas",128,min,"['Action & Adventure', ' Comedies', ' Dramas']",2021,9,lijo jose pellissery,lijo jose pellissery,1,3,2,1,2021Q3,September,"Angamaly Diaries Action & Adventure, Comedies, Dramas"
s698,TV Show,Elite Short Stories: Carla Samuel,Not Given,Pakistan,17-06-2021,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1,Season,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",2021,6,not given,not given,0,3,5,1,2021Q2,June,"Elite Short Stories: Carla Samuel International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s108,Movie,A Champion Heart,David de Vos,United States,04-09-2021,2018,G,90 min,"Children & Family Movies, Dramas",90,min,"['Children & Family Movies', ' Dramas']",2021,9,david de vos,david de vos,1,2,3,1,2021Q3,September,"A Champion Heart Children & Family Movies, Dramas"
s701,TV Show,Record of Ragnarok,Not Given,Pakistan,17-06-2021,2021,TV-MA,1 Season,"Anime Series, International TV Shows",1,Season,"['Anime Series', ' International TV Shows']",2021,6,not given,not given,0,2,3,1,2021Q2,June,"Record of Ragnarok Anime Series, International TV Shows"
s707,TV Show,Elite Short Stories: Omar Ander Alexis,Not Given,Pakistan,16-06-2021,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1,Season,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']",2021,6,not given,not given,0,3,6,1,2021Q2,June,"Elite Short Stories: Omar Ander Alexis International TV Shows, Spanish-Language TV Shows, TV Dramas"
s711,TV Show,Penguin Town,Not Given,Pakistan,16-06-2021,2021,TV-PG,1 Season,"Docuseries, Science & Nature TV",1,Season,"['Docuseries', ' Science & Nature TV']",2021,6,not given,not given,0,2,2,1,2021Q2,June,"Penguin Town Docuseries, Science & Nature TV"
s115,Movie,Anjaam,Rahul Rawail,India,02-09-2021,1994,TV-14,143 min,"Dramas, International Movies, Thrillers",143,min,"['Dramas', ' International Movies', ' Thrillers']",2021,9,rahul rawail,rahul rawail,1,3,1,1,2021Q3,September,"Anjaam Dramas, International Movies, Thrillers"
s715,TV Show,Beyond Evil,Not Given,Pakistan,15-06-2021,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers",1,Season,"['Crime TV Shows', ' International TV Shows', ' TV Thrillers']",2021,6,not given,not given,0,3,2,1,2021Q2,June,"Beyond Evil Crime TV Shows, International TV Shows, TV Thrillers"
s716,TV Show,Elite Short Stories: Nadia Guzmán,Not Given,Pakistan,15-06-2021,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1,Season,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",2021,6,not given,not given,0,3,5,1,2021Q2,June,"Elite Short Stories: Nadia Guzmán International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
